# source, target, weight, layer
37,41,1,1
37,42,1,1
37,44,1,1
37,47,1,1
37,49,1,1
37,53,1,1
37,54,1,1
37,57,1,1
37,58,1,1
37,60,1,1
37,61,1,1
37,63,1,1
37,65,1,1
37,66,1,1
37,67,1,1
37,70,1,1
37,74,1,1
37,76,1,1
37,81,1,1
37,82,1,1
37,83,1,1
37,88,1,1
37,100,1,1
37,104,1,1
37,108,1,1
37,111,1,1
37,121,1,1
37,125,1,1
37,130,1,1
37,154,1,1
37,163,1,1
37,165,1,1
37,174,1,1
37,180,1,1
37,183,1,1
37,191,1,1
37,195,1,1
37,198,1,1
37,203,1,1
37,214,1,1
37,218,1,1
37,220,1,1
37,224,1,1
37,243,1,1
37,253,1,1
37,255,1,1
37,263,1,1
37,266,1,1
37,269,1,1
37,275,1,1
37,277,1,1
37,282,1,1
37,283,1,1
37,285,1,1
37,386,1,1
37,60,1,3
37,251,1,3
37,70,1,4
37,42,1,6
37,53,1,6
37,56,1,6
37,63,1,6
37,64,1,6
37,66,1,6
37,71,1,6
37,84,1,6
37,92,1,6
37,165,1,6
37,180,1,6
37,204,1,6
37,215,1,6
37,224,1,6
37,240,1,6
37,351,1,6
37,383,1,6
37,82,1,10
37,65,1,11
37,49,1,12
37,63,1,14
37,214,1,17
37,76,1,19
37,41,1,20
37,50,1,20
37,74,1,20
37,174,1,20
37,107,1,23
37,55,1,24
37,53,1,26
37,65,1,26
37,198,1,26
37,218,1,26
37,63,1,28
37,64,1,30
37,77,1,34
37,69,1,36
38,146,1,32
38,204,1,32
38,209,1,32
38,210,1,32
38,214,1,32
38,264,1,32
38,49,1,36
39,165,1,1
39,56,1,2
39,61,1,2
39,75,1,2
39,95,1,2
39,107,1,2
39,117,1,2
39,138,1,2
39,146,1,2
39,209,1,2
39,223,1,2
39,233,1,2
39,261,1,2
39,264,1,2
39,274,1,2
39,328,1,2
39,343,1,2
39,52,1,3
39,55,1,3
39,57,1,3
39,67,1,3
39,208,1,3
39,214,1,3
39,251,1,3
39,304,1,3
39,70,1,4
39,56,1,6
39,66,1,6
39,121,1,6
39,165,1,6
39,180,1,6
39,57,1,7
39,94,1,7
39,168,1,7
39,79,1,10
39,82,1,10
39,65,1,11
39,67,1,11
39,100,1,11
39,49,1,12
39,54,1,12
39,63,1,14
39,50,1,16
39,54,1,16
39,104,1,16
39,111,1,16
39,174,1,16
39,202,1,16
39,146,1,17
39,214,1,17
39,76,1,19
39,41,1,20
39,40,1,21
39,49,1,21
39,56,1,21
39,61,1,21
39,63,1,21
39,65,1,21
39,82,1,21
39,94,1,21
39,95,1,21
39,164,1,21
39,168,1,21
39,183,1,21
39,204,1,21
39,209,1,21
39,214,1,21
39,224,1,21
39,264,1,21
39,274,1,21
39,275,1,21
39,286,1,21
39,297,1,21
39,312,1,21
39,319,1,21
39,58,1,22
39,62,1,22
39,198,1,22
39,210,1,22
39,261,1,22
39,273,1,22
39,280,1,22
39,302,1,22
39,328,1,22
39,337,1,22
39,340,1,22
39,369,1,22
39,374,1,22
39,440,1,22
39,107,1,23
39,311,1,23
39,53,1,24
39,121,1,24
39,95,1,26
39,100,1,26
39,297,1,26
39,359,1,26
39,212,1,27
39,317,1,27
39,63,1,28
39,49,1,32
39,70,1,32
39,77,1,34
40,52,1,3
40,70,1,4
40,66,1,6
40,82,1,10
40,65,1,11
40,49,1,12
40,63,1,14
40,41,1,20
40,64,1,30
40,84,1,30
40,54,1,33
40,77,1,34
41,165,1,1
41,70,1,4
41,82,1,10
41,65,1,11
41,63,1,14
41,49,1,16
41,52,1,16
41,54,1,16
41,82,1,16
41,117,1,16
41,118,1,16
41,138,1,16
41,162,1,16
41,395,1,16
41,214,1,17
41,76,1,19
41,47,1,20
41,49,1,20
41,50,1,20
41,51,1,20
41,54,1,20
41,63,1,20
41,65,1,20
41,66,1,20
41,70,1,20
41,74,1,20
41,76,1,20
41,77,1,20
41,78,1,20
41,81,1,20
41,82,1,20
41,100,1,20
41,111,1,20
41,163,1,20
41,165,1,20
41,174,1,20
41,180,1,20
41,198,1,20
41,287,1,20
41,345,1,20
41,348,1,20
41,380,1,20
41,49,1,21
41,107,1,23
41,61,1,26
41,54,1,33
41,77,1,34
42,44,1,6
42,63,1,6
42,66,1,6
42,71,1,6
42,172,1,6
42,56,1,28
43,54,1,16
43,163,1,16
43,81,1,36
44,66,1,1
44,165,1,1
44,180,1,1
44,53,1,6
44,63,1,6
44,66,1,6
44,71,1,6
44,82,1,6
44,87,1,6
44,90,1,6
44,106,1,6
44,165,1,6
44,180,1,6
44,251,1,6
44,351,1,6
44,407,1,6
44,65,1,11
44,56,1,28
44,54,1,36
45,52,1,2
45,75,1,2
45,95,1,2
45,107,1,2
45,117,1,2
45,138,1,2
45,359,1,26
45,111,1,32
46,95,1,2
46,204,1,2
46,255,1,2
47,165,1,1
47,49,1,3
47,70,1,4
47,79,1,10
47,82,1,10
47,65,1,11
47,79,1,12
47,63,1,14
47,76,1,19
47,63,1,28
47,61,1,32
47,54,1,33
47,111,1,36
48,95,1,2
48,208,1,2
48,283,1,4
48,70,1,23
48,107,1,23
48,251,1,23
49,165,1,1
49,180,1,1
49,56,1,2
49,58,1,2
49,60,1,2
49,75,1,2
49,107,1,2
49,117,1,2
49,138,1,2
49,146,1,2
49,172,1,2
49,204,1,2
49,206,1,2
49,212,1,2
49,223,1,2
49,233,1,2
49,239,1,2
49,251,1,2
49,254,1,2
49,255,1,2
49,261,1,2
49,264,1,2
49,274,1,2
49,275,1,2
49,302,1,2
49,52,1,3
49,57,1,3
49,61,1,3
49,67,1,3
49,82,1,3
49,94,1,3
49,208,1,3
49,214,1,3
49,251,1,3
49,304,1,3
49,70,1,4
49,56,1,6
49,79,1,10
49,82,1,10
49,65,1,11
49,100,1,11
49,54,1,12
49,61,1,12
49,63,1,12
49,65,1,12
49,66,1,12
49,70,1,12
49,79,1,12
49,82,1,12
49,95,1,12
49,100,1,12
49,165,1,12
49,168,1,12
49,183,1,12
49,204,1,12
49,209,1,12
49,214,1,12
49,264,1,12
49,274,1,12
49,286,1,12
49,297,1,12
49,312,1,12
49,319,1,12
49,54,1,16
49,104,1,16
49,202,1,16
49,146,1,17
49,214,1,17
49,76,1,19
49,56,1,21
49,82,1,21
49,95,1,21
49,204,1,21
49,57,1,22
49,58,1,22
49,61,1,22
49,62,1,22
49,63,1,22
49,82,1,22
49,94,1,22
49,107,1,22
49,146,1,22
49,164,1,22
49,165,1,22
49,198,1,22
49,210,1,22
49,224,1,22
49,261,1,22
49,266,1,22
49,273,1,22
49,277,1,22
49,280,1,22
49,299,1,22
49,302,1,22
49,312,1,22
49,313,1,22
49,318,1,22
49,338,1,22
49,340,1,22
49,369,1,22
49,107,1,23
49,63,1,28
49,54,1,33
49,77,1,34
50,165,1,1
50,52,1,16
50,55,1,16
50,75,1,16
50,118,1,16
50,212,1,16
50,219,1,16
50,311,1,16
50,51,1,20
50,277,1,20
50,99,1,36
51,251,1,3
51,65,1,6
51,79,1,26
51,100,1,26
51,57,1,30
51,58,1,30
51,64,1,30
51,84,1,30
51,86,1,30
51,196,1,30
51,299,1,30
51,64,1,37
51,84,1,37
52,81,1,2
52,107,1,2
52,207,1,2
52,226,1,2
52,313,1,2
52,333,1,2
52,334,1,2
52,345,1,2
52,375,1,2
52,54,1,3
52,55,1,3
52,56,1,3
52,65,1,3
52,94,1,3
52,95,1,3
52,100,1,3
52,172,1,3
52,180,1,3
52,198,1,3
52,204,1,3
52,214,1,3
52,251,1,3
52,255,1,3
52,305,1,3
52,307,1,3
52,354,1,3
52,357,1,3
52,352,1,15
52,358,1,15
52,54,1,16
52,74,1,16
52,77,1,16
52,78,1,16
52,104,1,16
52,111,1,16
52,115,1,16
52,163,1,16
52,174,1,16
52,194,1,16
52,202,1,16
52,79,1,26
52,95,1,26
52,180,1,26
52,203,1,26
52,264,1,26
52,283,1,26
52,368,1,26
52,401,1,26
53,303,1,1
53,56,1,6
53,63,1,6
53,65,1,6
53,95,1,6
53,121,1,6
53,251,1,6
53,65,1,11
53,60,1,15
53,350,1,15
53,61,1,24
53,63,1,24
53,82,1,24
53,121,1,24
53,198,1,26
53,383,1,26
54,165,1,1
54,55,1,3
54,168,1,3
54,251,1,3
54,70,1,4
54,82,1,10
54,65,1,11
54,100,1,11
54,63,1,14
54,82,1,16
54,138,1,16
54,212,1,16
54,255,1,16
54,214,1,17
54,107,1,23
54,121,1,24
54,64,1,33
54,65,1,33
54,66,1,33
54,76,1,33
54,82,1,33
54,85,1,33
54,88,1,33
54,91,1,33
54,104,1,33
54,107,1,33
54,111,1,33
54,116,1,33
54,121,1,33
54,180,1,33
54,218,1,33
54,243,1,33
54,251,1,33
54,263,1,33
54,428,1,33
54,77,1,34
54,67,1,36
55,116,1,16
55,202,1,16
55,56,1,24
55,56,1,28
56,165,1,1
56,60,1,2
56,107,1,2
56,138,1,2
56,195,1,2
56,204,1,2
56,208,1,2
56,209,1,2
56,210,1,2
56,212,1,2
56,223,1,2
56,226,1,2
56,239,1,2
56,250,1,2
56,292,1,2
56,304,1,2
56,343,1,2
56,355,1,2
56,60,1,3
56,208,1,3
56,251,1,3
56,304,1,3
56,307,1,3
56,65,1,6
56,66,1,6
56,67,1,6
56,95,1,6
56,121,1,6
56,146,1,6
56,165,1,6
56,172,1,6
56,180,1,6
56,183,1,6
56,204,1,6
56,209,1,6
56,210,1,6
56,242,1,6
56,264,1,6
56,274,1,6
56,286,1,6
56,302,1,6
56,65,1,11
56,350,1,15
56,82,1,21
56,164,1,22
56,210,1,22
56,311,1,23
56,121,1,24
56,60,1,26
56,100,1,26
56,198,1,26
56,359,1,26
56,380,1,26
56,164,1,27
56,212,1,27
56,317,1,27
56,388,1,27
56,63,1,28
56,83,1,28
56,98,1,28
56,99,1,28
56,130,1,28
56,154,1,28
56,193,1,28
56,195,1,28
56,214,1,28
56,227,1,28
56,249,1,28
56,309,1,28
56,341,1,28
57,165,1,1
57,62,1,3
57,75,1,3
57,94,1,3
57,146,1,3
57,251,1,3
57,325,1,3
57,402,1,3
57,70,1,4
57,61,1,7
57,82,1,7
57,65,1,11
57,63,1,14
57,214,1,17
57,107,1,23
58,100,1,1
58,62,1,2
58,107,1,2
58,138,1,2
58,146,1,2
58,212,1,2
58,402,1,2
58,420,1,2
58,251,1,3
58,251,1,4
58,82,1,7
58,214,1,17
58,100,1,26
58,299,1,30
58,207,1,32
58,214,1,36
59,60,1,3
59,251,1,3
59,212,1,27
59,388,1,27
60,121,1,1
60,165,1,1
60,180,1,1
60,107,1,2
60,172,1,2
60,204,1,2
60,65,1,3
60,100,1,3
60,180,1,3
60,204,1,3
60,207,1,3
60,354,1,3
60,130,1,6
60,65,1,11
60,147,1,15
60,165,1,15
60,305,1,15
60,307,1,15
60,327,1,15
60,344,1,15
60,350,1,15
60,352,1,15
60,357,1,15
60,358,1,15
60,214,1,17
60,76,1,19
60,107,1,23
60,359,1,26
61,165,1,1
61,107,1,2
61,117,1,2
61,138,1,2
61,205,1,2
61,207,1,2
61,209,1,2
61,223,1,2
61,226,1,2
61,233,1,2
61,260,1,2
61,288,1,2
61,293,1,2
61,82,1,3
61,168,1,3
61,224,1,3
61,251,1,3
61,70,1,4
61,251,1,4
61,66,1,6
61,121,1,6
61,165,1,6
61,180,1,6
61,82,1,10
61,106,1,10
61,220,1,10
61,224,1,10
61,233,1,10
61,288,1,10
61,65,1,11
61,63,1,14
61,108,1,16
61,111,1,16
61,202,1,16
61,214,1,17
61,65,1,26
61,79,1,26
61,100,1,26
61,165,1,26
61,180,1,26
61,203,1,26
61,226,1,26
61,255,1,26
61,267,1,26
61,382,1,26
61,396,1,26
61,401,1,26
61,439,1,26
62,107,1,2
62,251,1,15
62,94,1,32
63,165,1,1
63,180,1,1
63,251,1,3
63,70,1,4
63,66,1,6
63,165,1,6
63,180,1,6
63,249,1,6
63,82,1,10
63,65,1,11
63,64,1,14
63,65,1,14
63,66,1,14
63,67,1,14
63,70,1,14
63,71,1,14
63,76,1,14
63,78,1,14
63,79,1,14
63,82,1,14
63,83,1,14
63,85,1,14
63,88,1,14
63,91,1,14
63,92,1,14
63,98,1,14
63,100,1,14
63,108,1,14
63,111,1,14
63,121,1,14
63,122,1,14
63,124,1,14
63,125,1,14
63,163,1,14
63,165,1,14
63,180,1,14
63,193,1,14
63,198,1,14
63,203,1,14
63,218,1,14
63,227,1,14
63,238,1,14
63,243,1,14
63,253,1,14
63,263,1,14
63,270,1,14
63,282,1,14
63,386,1,14
63,428,1,14
63,214,1,17
63,76,1,19
63,107,1,23
63,121,1,24
63,349,1,26
63,382,1,26
63,65,1,28
63,71,1,28
63,82,1,28
63,95,1,28
63,111,1,28
63,163,1,28
63,198,1,28
63,240,1,28
63,77,1,34
64,75,1,2
64,251,1,3
64,251,1,4
64,165,1,6
64,82,1,10
64,65,1,11
64,121,1,24
64,84,1,30
64,86,1,30
64,110,1,30
64,121,1,30
64,165,1,30
64,84,1,37
64,87,1,37
64,92,1,37
65,66,1,1
65,165,1,1
65,180,1,1
65,251,1,3
65,70,1,4
65,66,1,6
65,71,1,6
65,165,1,6
65,180,1,6
65,215,1,6
65,288,1,6
65,66,1,11
65,67,1,11
65,70,1,11
65,82,1,11
65,95,1,11
65,100,1,11
65,107,1,11
65,111,1,11
65,121,1,11
65,163,1,11
65,165,1,11
65,180,1,11
65,191,1,11
65,198,1,11
65,210,1,11
65,214,1,11
65,282,1,11
65,283,1,11
65,324,1,11
65,360,1,11
65,146,1,17
65,214,1,17
65,76,1,19
65,107,1,23
65,281,1,26
65,357,1,26
65,382,1,26
65,383,1,26
65,385,1,26
65,77,1,34
66,121,1,1
66,165,1,1
66,70,1,4
66,67,1,6
66,71,1,6
66,76,1,6
66,82,1,6
66,83,1,6
66,87,1,6
66,90,1,6
66,95,1,6
66,98,1,6
66,121,1,6
66,130,1,6
66,165,1,6
66,168,1,6
66,172,1,6
66,193,1,6
66,204,1,6
66,215,1,6
66,242,1,6
66,243,1,6
66,249,1,6
66,275,1,6
66,383,1,6
66,76,1,19
66,383,1,26
66,77,1,34
67,165,1,1
67,404,1,1
67,251,1,3
67,70,1,4
67,71,1,6
67,82,1,11
67,180,1,11
67,100,1,36
68,77,1,34
68,132,1,34
68,243,1,36
69,98,1,32
70,121,1,1
70,154,1,1
70,165,1,1
70,180,1,1
70,76,1,4
70,79,1,4
70,82,1,4
70,100,1,4
70,107,1,4
70,111,1,4
70,121,1,4
70,165,1,4
70,168,1,4
70,180,1,4
70,191,1,4
70,198,1,4
70,214,1,4
70,243,1,4
70,255,1,4
70,308,1,4
70,349,1,4
70,201,1,8
70,243,1,8
70,79,1,10
70,82,1,10
70,100,1,11
70,214,1,17
70,76,1,19
70,183,1,21
70,209,1,21
70,297,1,21
70,107,1,23
70,311,1,23
71,138,1,2
71,208,1,2
71,251,1,3
71,130,1,6
71,154,1,6
71,165,1,6
71,180,1,6
71,351,1,6
71,83,1,14
71,98,1,28
71,193,1,28
71,224,1,28
71,86,1,30
71,84,1,37
72,121,1,29
74,165,1,1
74,107,1,2
74,138,1,2
74,206,1,2
74,208,1,2
74,226,1,2
74,304,1,2
74,117,1,16
74,118,1,16
75,107,1,2
75,117,1,2
75,138,1,2
75,146,1,2
75,162,1,2
75,205,1,2
75,209,1,2
75,210,1,2
75,212,1,2
75,220,1,2
75,223,1,2
75,233,1,2
75,239,1,2
75,249,1,2
75,251,1,2
75,254,1,2
75,260,1,2
75,261,1,2
75,293,1,2
75,309,1,2
75,168,1,3
75,304,1,3
75,202,1,16
75,380,1,20
75,79,1,26
75,107,1,26
75,226,1,26
75,267,1,26
75,283,1,26
75,359,1,26
76,251,1,3
76,165,1,6
76,82,1,13
76,132,1,13
76,136,1,13
76,198,1,13
76,251,1,13
76,214,1,17
76,77,1,19
76,78,1,19
76,82,1,19
76,84,1,19
76,100,1,19
76,102,1,19
76,132,1,19
76,136,1,19
76,139,1,19
76,143,1,19
76,150,1,19
76,165,1,19
76,177,1,19
76,180,1,19
76,243,1,19
76,250,1,19
76,301,1,19
76,354,1,19
76,406,1,19
76,442,1,19
76,446,1,19
76,77,1,34
76,410,1,36
76,412,1,36
77,107,1,2
77,142,1,2
77,208,1,2
77,223,1,2
77,239,1,2
77,260,1,2
77,78,1,34
77,79,1,34
77,81,1,34
77,82,1,34
77,107,1,34
77,139,1,34
77,142,1,34
77,143,1,34
77,145,1,34
77,163,1,34
77,165,1,34
77,176,1,34
77,180,1,34
77,185,1,34
77,186,1,34
77,201,1,34
77,251,1,34
77,276,1,34
77,330,1,34
77,386,1,34
78,195,1,2
78,118,1,16
78,81,1,34
79,168,1,3
79,251,1,3
79,82,1,10
79,106,1,10
79,168,1,10
79,215,1,10
79,220,1,10
79,224,1,10
79,233,1,10
79,236,1,10
79,267,1,10
79,269,1,10
79,288,1,10
79,293,1,10
79,320,1,10
79,214,1,17
79,107,1,23
79,100,1,26
79,240,1,26
79,255,1,26
81,206,1,2
81,223,1,2
81,260,1,2
82,165,1,1
82,165,1,3
82,198,1,3
82,207,1,3
82,214,1,3
82,251,1,3
82,288,1,3
82,251,1,4
82,165,1,6
82,180,1,6
82,94,1,7
82,224,1,7
82,88,1,10
82,95,1,10
82,100,1,10
82,106,1,10
82,111,1,10
82,163,1,10
82,198,1,10
82,207,1,10
82,210,1,10
82,215,1,10
82,220,1,10
82,224,1,10
82,233,1,10
82,236,1,10
82,255,1,10
82,266,1,10
82,269,1,10
82,275,1,10
82,277,1,10
82,282,1,10
82,285,1,10
82,288,1,10
82,289,1,10
82,293,1,10
82,320,1,10
82,111,1,16
82,115,1,16
82,116,1,16
82,174,1,16
82,146,1,17
82,214,1,17
82,95,1,21
82,168,1,21
82,210,1,21
82,107,1,23
82,121,1,24
82,317,1,27
83,121,1,14
83,165,1,14
83,228,1,14
83,398,1,14
84,195,1,2
84,208,1,3
84,251,1,3
84,121,1,6
84,165,1,6
84,409,1,30
84,420,1,30
84,247,1,37
86,251,1,3
87,239,1,2
87,251,1,3
87,238,1,26
88,251,1,4
92,165,1,6
94,138,1,2
94,251,1,3
94,251,1,4
94,214,1,7
94,214,1,17
94,107,1,23
94,100,1,26
94,359,1,26
94,387,1,26
94,209,1,36
94,210,1,36
95,107,1,2
95,206,1,2
95,208,1,2
95,210,1,2
95,212,1,2
95,219,1,2
95,223,1,2
95,239,1,2
95,264,1,2
95,279,1,2
95,292,1,2
95,304,1,2
95,311,1,2
95,343,1,2
95,208,1,3
95,251,1,3
95,304,1,3
95,307,1,3
95,251,1,4
95,121,1,6
95,165,1,6
95,180,1,6
95,214,1,17
95,183,1,21
95,210,1,22
95,107,1,23
95,251,1,23
95,311,1,23
95,212,1,27
95,317,1,27
96,97,1,8
96,199,1,8
96,417,1,8
96,97,1,13
96,199,1,13
96,97,1,35
96,151,1,35
96,157,1,35
96,166,1,35
96,170,1,35
96,188,1,35
96,189,1,35
96,197,1,35
96,199,1,35
96,284,1,35
96,356,1,35
97,200,1,8
97,200,1,13
97,257,1,13
97,133,1,35
97,148,1,35
97,155,1,35
97,166,1,35
97,167,1,35
97,188,1,35
97,189,1,35
97,219,1,35
97,229,1,35
97,326,1,35
97,366,1,35
98,165,1,14
99,195,1,1
100,165,1,1
100,180,1,1
100,168,1,3
100,198,1,3
100,208,1,3
100,251,1,3
100,304,1,3
100,283,1,11
100,146,1,17
100,214,1,17
100,107,1,23
100,198,1,26
100,238,1,26
100,240,1,26
100,255,1,26
100,281,1,26
100,282,1,26
100,315,1,26
100,317,1,26
100,352,1,26
100,359,1,26
100,368,1,26
100,385,1,26
100,387,1,26
100,401,1,26
104,395,1,16
104,397,1,16
106,251,1,4
106,154,1,6
106,224,1,10
106,266,1,10
106,282,1,10
106,202,1,16
106,107,1,23
107,117,1,2
107,138,1,2
107,145,1,2
107,172,1,2
107,174,1,2
107,182,1,2
107,204,1,2
107,205,1,2
107,206,1,2
107,208,1,2
107,210,1,2
107,212,1,2
107,226,1,2
107,239,1,2
107,250,1,2
107,251,1,2
107,254,1,2
107,255,1,2
107,292,1,2
107,304,1,2
107,305,1,2
107,306,1,2
107,309,1,2
107,311,1,2
107,313,1,2
107,343,1,2
107,345,1,2
107,347,1,2
107,348,1,2
107,375,1,2
107,399,1,2
107,350,1,15
107,121,1,23
107,165,1,23
107,172,1,23
107,180,1,23
107,194,1,23
107,198,1,23
107,204,1,23
107,214,1,23
107,224,1,23
107,251,1,23
107,253,1,23
107,283,1,26
107,385,1,26
108,210,1,16
108,395,1,16
111,165,1,1
111,251,1,3
111,138,1,16
111,210,1,16
116,117,1,16
117,145,1,2
117,146,1,2
117,162,1,2
117,172,1,2
117,209,1,2
117,215,1,2
117,220,1,2
117,226,1,2
117,233,1,2
117,250,1,2
117,255,1,2
117,260,1,2
117,267,1,2
117,275,1,2
117,277,1,2
117,292,1,2
117,426,1,2
117,202,1,16
118,204,1,2
118,251,1,3
121,165,1,1
121,180,1,1
121,183,1,1
121,195,1,1
121,165,1,6
121,180,1,6
121,215,1,6
121,224,1,6
121,240,1,6
121,282,1,6
121,383,1,6
121,154,1,24
121,172,1,24
121,202,1,24
121,218,1,24
121,220,1,24
121,153,1,25
133,166,1,35
133,167,1,35
134,138,1,2
134,204,1,2
134,209,1,2
134,209,1,36
134,210,1,36
136,142,1,34
138,146,1,2
138,204,1,2
138,206,1,2
138,209,1,2
138,210,1,2
138,226,1,2
138,233,1,2
138,250,1,2
138,254,1,2
138,255,1,2
138,260,1,2
138,261,1,2
138,266,1,2
138,269,1,2
138,277,1,2
138,285,1,2
138,293,1,2
138,302,1,2
138,328,1,2
138,334,1,2
138,347,1,2
138,202,1,16
139,272,1,34
142,145,1,2
142,204,1,2
142,206,1,2
142,239,1,2
142,255,1,2
145,162,1,2
145,206,1,2
145,208,1,2
145,251,1,2
146,172,1,2
146,210,1,2
146,212,1,2
146,239,1,2
146,347,1,2
146,422,1,2
146,251,1,3
146,168,1,17
146,191,1,17
146,214,1,17
146,251,1,17
146,270,1,17
147,350,1,15
148,155,1,35
148,200,1,35
148,222,1,35
148,229,1,35
151,152,1,35
151,170,1,35
151,199,1,35
151,372,1,35
151,378,1,35
152,213,1,35
152,284,1,35
152,336,1,35
152,372,1,35
153,165,1,25
154,165,1,1
154,165,1,6
154,288,1,6
155,200,1,35
155,229,1,35
155,256,1,35
157,199,1,35
159,436,1,27
162,204,1,2
162,226,1,2
162,251,1,26
162,413,1,26
163,260,1,16
164,251,1,3
164,183,1,21
164,210,1,22
164,165,1,26
165,180,1,1
165,183,1,1
165,198,1,1
165,210,1,1
165,214,1,1
165,243,1,1
165,277,1,1
165,251,1,3
165,170,1,6
165,172,1,6
165,180,1,6
165,183,1,6
165,193,1,6
165,198,1,6
165,203,1,6
165,204,1,6
165,215,1,6
165,224,1,6
165,275,1,6
165,282,1,6
165,377,1,6
165,383,1,6
165,350,1,15
165,275,1,26
166,188,1,35
167,366,1,35
168,198,1,3
168,224,1,3
168,255,1,3
168,325,1,7
168,387,1,7
168,415,1,7
168,435,1,7
168,350,1,15
168,214,1,17
168,209,1,21
168,210,1,21
168,328,1,22
170,199,1,35
170,378,1,35
172,208,1,2
172,212,1,2
172,223,1,2
172,239,1,2
172,260,1,2
172,292,1,2
172,304,1,2
172,343,1,2
172,355,1,2
172,208,1,3
172,251,1,3
172,304,1,3
172,251,1,4
172,214,1,17
172,311,1,23
172,421,1,26
172,212,1,27
172,317,1,27
174,226,1,2
175,176,1,8
180,198,1,1
180,243,1,1
180,251,1,3
180,193,1,6
180,249,1,6
180,214,1,17
180,438,1,24
180,383,1,26
180,393,1,26
182,206,1,2
182,260,1,2
183,214,1,17
183,209,1,21
183,204,1,22
183,209,1,22
183,210,1,22
183,264,1,22
183,297,1,22
183,319,1,22
186,200,1,8
186,201,1,8
186,310,1,8
186,200,1,13
186,201,1,13
186,206,1,13
186,251,1,13
186,187,1,35
186,216,1,35
186,219,1,35
186,234,1,35
186,241,1,35
186,265,1,35
186,268,1,35
186,290,1,35
186,305,1,35
187,195,1,2
188,189,1,35
191,267,1,26
191,281,1,26
193,251,1,4
193,228,1,26
193,421,1,26
195,303,1,1
195,437,1,1
195,204,1,2
195,219,1,2
195,226,1,2
197,284,1,35
198,208,1,3
198,251,1,3
198,304,1,3
198,214,1,17
198,282,1,26
198,283,1,26
198,306,1,26
198,327,1,26
198,359,1,26
198,368,1,26
198,385,1,26
198,401,1,26
198,430,1,26
198,212,1,27
198,317,1,27
199,284,1,35
200,201,1,8
200,216,1,8
200,310,1,8
200,206,1,13
200,216,1,35
200,219,1,35
200,222,1,35
200,229,1,35
200,230,1,35
200,256,1,35
201,305,1,8
201,251,1,13
201,216,1,35
201,219,1,35
201,234,1,35
201,305,1,35
202,210,1,16
202,220,1,16
203,283,1,26
204,208,1,2
204,209,1,2
204,212,1,2
204,219,1,2
204,223,1,2
204,239,1,2
204,249,1,2
204,251,1,2
204,260,1,2
204,264,1,2
204,292,1,2
204,304,1,2
204,343,1,2
204,355,1,2
204,375,1,2
204,208,1,3
204,251,1,3
204,304,1,3
204,307,1,3
204,209,1,22
204,311,1,23
204,317,1,27
205,219,1,2
205,226,1,2
205,239,1,2
205,255,1,2
205,260,1,2
206,210,1,2
206,251,1,2
206,279,1,2
206,309,1,2
206,400,1,2
207,254,1,2
207,304,1,2
207,251,1,3
208,219,1,2
208,226,1,2
208,250,1,2
208,311,1,2
208,313,1,2
208,333,1,2
208,334,1,2
208,361,1,2
208,364,1,2
208,433,1,2
208,214,1,3
208,224,1,3
208,352,1,3
208,358,1,3
208,344,1,15
208,352,1,15
209,210,1,2
209,250,1,2
209,261,1,2
209,264,1,2
209,285,1,2
209,288,1,2
209,214,1,17
209,297,1,21
209,210,1,22
209,302,1,22
210,220,1,2
210,239,1,2
210,254,1,2
210,255,1,2
210,264,1,2
210,269,1,2
210,251,1,3
210,214,1,17
210,313,1,22
210,319,1,22
212,226,1,2
212,250,1,2
212,254,1,2
212,255,1,2
212,260,1,2
212,388,1,27
212,219,1,35
213,284,1,35
214,251,1,3
214,270,1,3
214,251,1,17
214,270,1,17
214,297,1,17
214,377,1,17
214,381,1,17
214,441,1,26
215,226,1,2
215,255,1,2
215,277,1,10
216,310,1,8
216,241,1,35
219,239,1,2
220,233,1,2
220,249,1,2
220,255,1,2
220,266,1,2
220,277,1,2
220,251,1,4
220,277,1,10
222,229,1,35
222,230,1,35
223,260,1,2
223,276,1,2
223,285,1,2
223,343,1,2
223,348,1,2
224,251,1,3
224,251,1,4
224,266,1,10
224,269,1,10
224,277,1,10
224,288,1,10
226,239,1,2
226,249,1,2
226,255,1,2
226,260,1,2
226,277,1,2
226,292,1,2
226,304,1,2
226,309,1,2
226,355,1,2
226,447,1,2
226,282,1,26
227,251,1,3
228,251,1,3
229,230,1,35
229,256,1,35
230,256,1,35
233,239,1,2
233,249,1,2
233,254,1,2
233,255,1,2
233,267,1,2
233,285,1,2
238,281,1,26
238,283,1,26
238,435,1,26
239,250,1,2
239,255,1,2
239,260,1,2
239,264,1,2
239,267,1,2
239,318,1,2
239,365,1,2
239,375,1,2
240,251,1,3
240,359,1,26
240,432,1,27
243,251,1,3
245,290,1,35
247,248,1,37
250,261,1,2
250,264,1,2
250,311,1,2
251,260,1,2
251,311,1,2
251,253,1,3
251,255,1,3
251,270,1,3
251,302,1,3
251,307,1,3
251,313,1,3
251,318,1,3
251,349,1,3
251,351,1,3
251,354,1,3
251,357,1,3
251,253,1,4
251,255,1,4
251,266,1,4
251,275,1,4
251,277,1,4
251,358,1,4
251,305,1,15
251,332,1,15
251,344,1,15
251,352,1,15
251,357,1,15
251,358,1,15
251,363,1,15
251,371,1,15
251,270,1,17
251,311,1,23
251,333,1,23
254,255,1,2
254,262,1,2
254,266,1,2
